2010-06-28 15:29:57,448 [10] INFO  UltimateSniper_Logger.Logger [SELECT * FROM [SnipeUser] WHERE 1=1  AND UserName = 'Test' AND UserPassword = 'Test' AND UserActive = 1] - ExecuteReaderQuery
2010-06-28 15:29:58,660 [10] INFO  UltimateSniper_Logger.Logger [SELECT * FROM Category WHERE 1=1  AND UserID = 1] - ExecuteReaderQuery
2010-06-28 15:30:05,997 [11] INFO  UltimateSniper_Logger.Logger [] - RefreshSnipeList_Beginning
2010-06-28 15:30:07,984 [11] INFO  UltimateSniper_Logger.Logger [SELECT * FROM Snipe WHERE 1=1  AND UserID = 1 AND ItemEndDate > #5/28/2010 13:30:6#] - ExecuteReaderQuery
2010-06-28 15:30:08,169 [11] INFO  UltimateSniper_Logger.Logger [SELECT c.CategoryID, c.CategoryName, c.CategoryActive, c.CategoryDisactivationDate, c.UserID FROM SnipeCategory sc, Category c WHERE sc.SnipeCategoryActive = 1 AND sc.CategoryID = c.CategoryID AND sc.SnipeID = 6;] - ExecuteReaderQuery
2010-06-28 15:30:08,287 [11] INFO  UltimateSniper_Logger.Logger [SELECT c.CategoryID, c.CategoryName, c.CategoryActive, c.CategoryDisactivationDate, c.UserID FROM SnipeCategory sc, Category c WHERE sc.SnipeCategoryActive = 1 AND sc.CategoryID = c.CategoryID AND sc.SnipeID = 7;] - ExecuteReaderQuery
2010-06-28 15:30:08,355 [11] INFO  UltimateSniper_Logger.Logger [SELECT c.CategoryID, c.CategoryName, c.CategoryActive, c.CategoryDisactivationDate, c.UserID FROM SnipeCategory sc, Category c WHERE sc.SnipeCategoryActive = 1 AND sc.CategoryID = c.CategoryID AND sc.SnipeID = 8;] - ExecuteReaderQuery
2010-06-28 15:30:08,424 [11] INFO  UltimateSniper_Logger.Logger [SELECT c.CategoryID, c.CategoryName, c.CategoryActive, c.CategoryDisactivationDate, c.UserID FROM SnipeCategory sc, Category c WHERE sc.SnipeCategoryActive = 1 AND sc.CategoryID = c.CategoryID AND sc.SnipeID = 9;] - ExecuteReaderQuery
2010-06-28 15:30:08,490 [11] INFO  UltimateSniper_Logger.Logger [SELECT c.CategoryID, c.CategoryName, c.CategoryActive, c.CategoryDisactivationDate, c.UserID FROM SnipeCategory sc, Category c WHERE sc.SnipeCategoryActive = 1 AND sc.CategoryID = c.CategoryID AND sc.SnipeID = 10;] - ExecuteReaderQuery
2010-06-28 15:30:08,556 [11] INFO  UltimateSniper_Logger.Logger [SELECT c.CategoryID, c.CategoryName, c.CategoryActive, c.CategoryDisactivationDate, c.UserID FROM SnipeCategory sc, Category c WHERE sc.SnipeCategoryActive = 1 AND sc.CategoryID = c.CategoryID AND sc.SnipeID = 11;] - ExecuteReaderQuery
2010-06-28 15:30:08,629 [11] INFO  UltimateSniper_Logger.Logger [SELECT c.CategoryID, c.CategoryName, c.CategoryActive, c.CategoryDisactivationDate, c.UserID FROM SnipeCategory sc, Category c WHERE sc.SnipeCategoryActive = 1 AND sc.CategoryID = c.CategoryID AND sc.SnipeID = 12;] - ExecuteReaderQuery
2010-06-28 15:30:08,695 [11] INFO  UltimateSniper_Logger.Logger [SELECT c.CategoryID, c.CategoryName, c.CategoryActive, c.CategoryDisactivationDate, c.UserID FROM SnipeCategory sc, Category c WHERE sc.SnipeCategoryActive = 1 AND sc.CategoryID = c.CategoryID AND sc.SnipeID = 13;] - ExecuteReaderQuery
2010-06-28 15:30:08,761 [11] INFO  UltimateSniper_Logger.Logger [SELECT c.CategoryID, c.CategoryName, c.CategoryActive, c.CategoryDisactivationDate, c.UserID FROM SnipeCategory sc, Category c WHERE sc.SnipeCategoryActive = 1 AND sc.CategoryID = c.CategoryID AND sc.SnipeID = 14;] - ExecuteReaderQuery
2010-06-28 15:30:08,823 [11] INFO  UltimateSniper_Logger.Logger [SELECT c.CategoryID, c.CategoryName, c.CategoryActive, c.CategoryDisactivationDate, c.UserID FROM SnipeCategory sc, Category c WHERE sc.SnipeCategoryActive = 1 AND sc.CategoryID = c.CategoryID AND sc.SnipeID = 15;] - ExecuteReaderQuery
